"NOME_URNA_CANDIDATO","CODIGO_CARGO","SIGLA_UE","NUMERO_CANDIDATO","NUM_TURNO","ANO_ELEICAO"
"NEUCIMAR FRAGA",11,"57037",55,1,2020
"CAPITAO CICERO JACINTO",11,"93610",28,1,2020
"PROF SILVANY",11,"28851",28,1,2020
"SILVINHO",11,"20176",13,1,2020
"DITINHO",11,"40592",55,1,2020
"DO BACELAR",11,"11690",11,1,2020
"PETION CORADO",11,"73113",17,1,2020
"BARBOSA NETO",11,"76678",12,1,2020
"ALBERICO FILHO",11,"07331",15,1,2020
"CLEVERSON BOIM",11,"46337",10,1,2020
"CHICO SANTOS",11,"74322",55,1,2020
"MICHAEL DELLA TORRE",11,"67130",36,1,2020
"POLIS",11,"86371",15,1,2020
"GUSTAVO NOVAES",11,"24139",55,1,2020
"DIEGO CLOVES",11,"34452",40,1,2020
"ANDRESON CAVALCANTE",11,"02070",20,1,2020
"LUIZINHO",11,"95532",20,1,2020
"RAMIRO GONCALVES",11,"02046",15,1,2020
"ENGENHEIRO LAERCIO",11,"69299",25,1,2020
"DECIO MARMIROLLI",11,"71498",12,1,2020
"EDER",11,"66095",45,1,2020
"ALLYSSON",11,"92053",11,1,2020
"SONYARA",11,"17272",45,1,2020
"ALINE NEVES",11,"75132",50,1,2020
"IRMAO CARLOS",11,"07668",36,1,2020
"DR RENAM",11,"16411",90,1,2020
"LUCIO BORGES",11,"87777",11,1,2020
"MIGUEL VIEIRA",11,"12076",13,1,2020
"RONALDINHO",11,"92436",13,1,2020
"PROFESSORA RAIMUNDINHA",11,"93114",55,1,2020
"JOSE BONIFACIO",11,"58130",12,1,2020
"DENNIS THOMAZINI",11,"90379",45,1,2020
"ANABEL",11,"86835",12,1,2020
"BARRETINHO",11,"96539",25,1,2020
"SERGIO PINHEIRO",11,"75132",25,1,2020
"BRUNO SANTIAGO",11,"04642",50,1,2020
"DR SAVIO MARTINS",11,"14630",25,1,2020
"DR BRITO",11,"15997",13,1,2020
"ANTONIO CARLOS",11,"31194",33,1,2020
"LAZARO LOPES",11,"02259",19,1,2020
"RAMON",11,"58254",23,1,2020
"FRANCINALDO ALVES",11,"31631",10,1,2020
"MARCIA CALDAS",11,"92274",70,1,2020
"BERGUIM CONSTRUTOR",11,"13552",65,1,2020
"FABIO PALACIO",11,"70777",55,1,2020
"BRUNO COVAS",11,"71072",45,1,2020
"JOAO ALEXANDRE",11,"59030",27,1,2020
"DEDE MARINHO",11,"10197",55,1,2020
"JANIO QUIRINO ALVES",11,"74500",55,1,2020
"LUCIANO GUERRA",11,"88412",13,1,2020
"RAIR ANICIO",11,"46256",16,1,2020
"MARCOS MADEIRA",11,"27898",15,1,2020
"JULIO PAPELARIA",11,"90263",15,1,2020
"SARAPO",11,"31631",50,1,2020
"FERNANDO",11,"40487",70,1,2020
"VALDOMIRO SOBRINHO",11,"91790",45,1,2020
"ADONES",11,"21750",77,1,2020
"GUARACY",11,"06050",17,1,2020
"DIRLEI PEREIRA",11,"58130",36,1,2020
"VANDERLEI CASA BELA",11,"00337",43,1,2020
"RADAMAN",11,"39624",13,1,2020
"ERNANE PRIMAZZI",11,"71153",20,1,2020
"SAMUEL MAIA",11,"58335",65,1,2020
"RADAR NASCIMENTO",11,"02658",36,1,2020
"SONIA CHAVES",11,"93327",45,1,2020
"ARQUIMEDES",11,"54038",13,1,2020
"JUNIOR VAZ",11,"25151",70,1,2020
"GIVALDO SINDICATO",11,"23418",13,1,2020
"VALTEIR LOPES",11,"56154",20,1,2020
"LEONEL BERTOLIN",11,"00035",14,1,2020
"LUIZAO",11,"91510",10,1,2020
"MARICELIS",11,"56294",23,1,2020
"HENRIQUE SANTANA",11,"15474",20,1,2020
"GESSE",11,"56294",27,1,2020
"JOE RODRIGUES",11,"09571",27,1,2020
"JOTA JOTA",11,"18856",13,1,2020
"DR VINICIUS",11,"41335",18,1,2020
"DEMERVAL SILVESTRE",11,"77496",20,1,2020
"LUCIO VANDERLINDE",11,"81477",20,1,2020
"MANUCA ZE POVO",11,"24015",55,1,2020
"JONAS CAMELO",11,"23558",77,1,2020
"LUCIANO FARMACIA",11,"33812",40,1,2020
"PASTOR ADILSON CORREA",11,"05053",65,1,2020
"ADELIRIO",11,"82716",15,1,2020
"CLORI",11,"80829",13,1,2020
"FABRICIO OLIVEIRA",11,"80390",19,1,2020
"PROF FERNANDO OLIVEIRA",11,"58130",80,1,2020
"ROBERTO DUARTE",11,"01392",15,1,2020
"MARINALDO GESSO",11,"07935",12,1,2020
"FABIO JUNIOR",11,"93734",80,1,2020
"CABO ANDERSON PROERD",11,"68535",51,1,2020
"EMANUEL",11,"34070",13,1,2020
"JACIRA PIRES",11,"07170",10,1,2020
"FELIX",11,"92770",28,1,2020
"VITTORIO MEDIOLI",11,"41335",55,1,2020
"EZEQUIEL DELTA",11,"74322",51,1,2020
"IRIS GADELHA",11,"13137",11,1,2020
"EUGENIO VILELA",11,"45217",25,1,2020
"MARILIA DOMINGUES",11,"41238",29,1,2020
"TIAGO PIRES",11,"61638",29,1,2020
"VALDETE CUNHA",11,"79693",11,1,2020
"ALEXANDRE ARANHA",11,"58394",18,1,2020
"CLEITON FOSSA",11,"80810",15,1,2020
"MARCELO BISOGNO",11,"88412",12,1,2020
"CARLINHOS BORBA",11,"09350",10,1,2020
"WASHINGTON LUIZ DIAS MARTINS",11,"35793",40,1,2020
"ROBSON RADIO",11,"23094",90,1,2020
"EDUARDO HONORIO",11,"24236",17,1,2020
"ADRIANO RABELO",11,"93114",15,1,2020
"ANA POLI",11,"61778",22,1,2020
"ZE RENATO",11,"13579",12,1,2020
"VINICIUS CRUZ",11,"75043",36,1,2020
"HUGO BAHIA",11,"23930",40,1,2020
"FRANGO REI",11,"11096",51,1,2020
"DR KARLAO",11,"11878",11,1,2020
"ADAILTON SOUSA",11,"31577",22,1,2020
"ERCULES TASSINARI",11,"50350",14,1,2020
"DR GERONIMO",11,"12548",11,1,2020
"MARCOS HENRIQUE",11,"59293",14,1,2020
"CORONEL NYLTON",11,"57053",30,1,2020
"EDUARDO PIO X",11,"05517",15,1,2020
"ZEQUINHA",11,"33332",65,1,2020
"DR JUAREZ",11,"48950",77,1,2020
"EUDES BARROS",11,"08168",22,1,2020
"GUSTAVO BRASILEIRO",11,"49611",55,1,2020
"PROF JOAO DOUTOREMISKI",11,"76074",65,1,2020
"GILVANI SANTOS",11,"31054",16,1,2020
"GABRIEL BOCCIA",11,"90417",70,1,2020
"CHICO MARA MARAZAO",11,"08990",13,1,2020
"WELINGTON FORMIGA",11,"63614",40,1,2020
"WILSON MARCOS",11,"50431",77,1,2020
"CESAR LIMA",11,"65439",51,1,2020
"SUBTENENTE DARLY",11,"44814",33,1,2020
"NILSON BONOME",11,"70777",17,1,2020
"TIO DUDU ( PROFESSORESSOR DUCLERK)",11,"56138",55,1,2020
"EDIMAR FRANCO",11,"07692",10,1,2020
"REGIS",11,"13471",77,1,2020
"DOUTOR JOEDE",11,"30910",65,1,2020
"ENGENHEIRO CLAUDE ABREU",11,"71153",27,1,2020
"MARGARIDA SALOMAO",11,"47333",13,1,2020
"CHICO OIRING",11,"71838",20,1,2020
"DR PAULO ANESTESISTA",11,"99058",17,1,2020
"CLARICE",11,"91880",15,1,2020
"JEAN NEGAO",11,"82333",51,1,2020
"CLEBER SILVA",11,"65811",23,1,2020
"PROLEPSES GUERREIRO",11,"39390",28,1,2020
"DR AFFONSO",11,"69795",20,1,2020
"CARLA REDANO",11,"00078",51,1,2020
"MARCOS VERDURA",11,"92614",11,1,2020
"RENATO COLOMBANO",11,"64114",10,1,2020
"ELIO LACERDA",11,"45535",17,1,2020
"CLAUMIR ZAMPROGNO",11,"56910",40,1,2020
"JOAO BRUNO",11,"98175",55,1,2020
"NILSON GASPAR",11,"65110",15,1,2020
"FERNANDO PELLOZO",11,"92703",55,1,2020
"ARY ARRAES",11,"95192",11,1,2020
"LAFAYETTE ANDRADA",11,"41238",10,1,2020
"CELIA TAVARES",11,"56251",13,1,2020
"BARBARA HORA",11,"56472",13,1,2020
"DR CRISTINO",11,"07170",20,1,2020
"CAIO PAZZOTTI",11,"74993",90,1,2020
"EDSON MAGALHAES",11,"56472",45,1,2020
"DR WASHINGTON",11,"14699",15,1,2020
"FRANCISCO IRMAO",11,"34134",77,1,2020
"TATE ADEMAR",11,"07080",22,1,2020
"RUBENS LOPES",11,"58408",18,1,2020
"DR ERIC",11,"95419",11,1,2020
"JUNIOR LEITE",11,"02615",20,1,2020
"ZEQUINHA LIMA",11,"01074",11,1,2020
"PAULO CARVALHO",11,"58408",27,1,2020
"MARCELO MANSUR",11,"58289",35,1,2020
"TACIANE FERRO",11,"27111",55,1,2020
"JEFFERSON MAC",11,"18597",45,1,2020
"SHIRLEY",11,"17213",22,1,2020
"NILIS CASTBERG",11,"56979",22,1,2020
"SIRLEY AZEVEDO",11,"93300",17,1,2020
"DRA ROSENI",11,"66893",33,1,2020
"ALTIR PERUZZO",11,"98310",13,1,2020
"ROGERIO LINS",11,"24376",15,1,2020
"ZE PAULO",11,"27138",22,1,2020
"DANIEL MUNDURUKU",11,"66451",65,1,2020
"JOSE EUGENIO SAYEGH",11,"58238",28,1,2020
"ROBERTO FERRAZ",11,"26298",28,1,2020
"FERNANDO TEIXEIRA",11,"07480",11,1,2020
"ALEXANDRE GURGEL",11,"58777",23,1,2020
"DR XAROPINHO",11,"41335",15,1,2020
"RODOLFO VALENTE",11,"93025",55,1,2020
"NEGUINHO",11,"81060",55,1,2020
"CLORISA LINHARES",11,"16853",11,1,2020
"LOURDES MELO",11,"12190",29,1,2020
"RONALDO BARBALHO",11,"73180",51,1,2020
"BINGA FREITAS",11,"91251",25,1,2020
"D BERSA",11,"04421",40,1,2020
"CACA",11,"35734",11,1,2020
"CORONEL WAGNER",11,"57037",22,1,2020
"JOSE PASE",11,"75205",19,1,2020
"MARCELO DINO",11,"58335",17,1,2020
"KIKO MARINHO",11,"44814",70,1,2020
"GALEGO MOTA",11,"07730",77,1,2020
"EDUARDO CANHASSI",11,"71331",51,1,2020
"PROFESSOR EDMILSON",11,"12696",10,1,2020
"ROMERIO GUIMARAES",11,"25712",11,1,2020
"THIAGO MUNIZ",11,"91510",25,1,2020
"ALBANOR ZEZE",11,"74357",19,1,2020
"ADRIANO PASSARELLI",11,"91820",11,1,2020
"CABO ZANOLA",11,"52493",20,1,2020
"GILBERTO GARCIA",11,"91235",22,1,2020
"RODRIGO SCHANOSKI",11,"74500",22,1,2020
"PROFESSOR IVANCI",11,"63770",16,1,2020
"MIRELA MACEDO",11,"36854",55,1,2020
"MARCIO FRANCA",11,"71072",40,1,2020
"PE NO CHAO",11,"98930",65,1,2020
"JUNIOR DAMASO",11,"27936",14,1,2020
"MARIO MACACO",11,"94137",45,1,2020
"MENDONCA FILHO",11,"25313",25,1,2020
"JUNIOR NOVELLI",11,"50571",40,1,2020
"DR TAIRO ROCHA",11,"08346",45,1,2020
"DOUTOR LEANDRO",11,"58009",70,1,2020
"KARMANGHIA",11,"66478",25,1,2020
"LOURIVAL SANTOS",11,"54038",15,1,2020
"WANDER SARAIVA",11,"93360",11,1,2020
"HENRIQUE SIMONARD",11,"60011",29,1,2020
"LELO TITA",11,"56162",70,1,2020
"VANDA MONTEIRO",11,"73440",17,1,2020
"DANIELZINHO",11,"00620",25,1,2020
"BETA CADENGUE",11,"23477",40,1,2020
"DORNELLES",11,"88633",25,1,2020
"DANILO GLEIC",11,"93998",23,1,2020
"BADEL",11,"04103",13,1,2020
"PROFESSOR ISAAC",11,"04650",50,1,2020
"PROFESSOR LUKAS",11,"94455",50,1,2020
"JEAN PICCOLI",11,"91855",20,1,2020
"DIOGENES ALMEIDA",11,"32476",15,1,2020
"CARLAO",11,"96091",25,1,2020
"JUNIOR CB",11,"02615",51,1,2020
"CASAGRANDE",11,"75205",55,1,2020
"QUICK",11,"90646",25,1,2020
"NUNO",11,"72095",90,1,2020
"BORGES",11,"92940",55,1,2020
"PROFESSOR MARINHO SILVA",11,"78859",30,1,2020
"MARCELO COSTA",11,"12254",11,1,2020
"PAULO HENRIQUE MEDEIROS",11,"90875",17,1,2020
"ADAO CARNEIRO",11,"08281",65,1,2020
"NECO GEFFER",11,"78212",11,1,2020
"COLEMAR CARDOSO",11,"93815",45,1,2020
"NONATO PEREIRA",11,"07439",90,1,2020
"ARNOBIO CARRO VELHO",11,"07765",12,1,2020
"FABIO ABREU",11,"12190",22,1,2020
"PROFESSOR CARLOS ZANCHI",11,"74322",13,1,2020
"ILARIO MARQUES",11,"15270",13,1,2020
"ANA PAULA",11,"33650",15,1,2020
"SILVANA",11,"27553",11,1,2020
"JULIA ZANATTA",11,"80896",22,1,2020
"RODRIGO FRANTZ",11,"90107",55,1,2020
"FAUSTAO",11,"57010",12,1,2020
"BIRA",11,"07919",12,1,2020
"NELSON ROBERTO REI NEILSINHO",11,"35157",28,1,2020
"PROFESSOR TADAO",11,"91235",13,1,2020
"DELEGADO CRISTIOMARIO",11,"95958",17,1,2020
"ELMANO FREITAS",11,"13730",13,1,2020
"LEO CIPOLLI",11,"72095",28,1,2020
"JANAELLE NERI",11,"48658",50,1,2020
"JUNIOR ROCHA",11,"04804",15,1,2020
"CLODOALDO",11,"15997",51,1,2020
"REOLON KOPUS",11,"76996",17,1,2020
"POTI NETO",11,"18376",40,1,2020
"CLAUDINEI SKINAO",11,"72230",17,1,2020
"ISOMAR BARROS",11,"05010",65,1,2020
"DR CAIO BRUNO",11,"16713",23,1,2020
"JOSE HELIO",11,"66710",77,1,2020
"JUNIOR PERCY",11,"10391",11,1,2020
"DR DAVI",11,"37931",11,1,2020
"LUCIANO CHAPINA",11,"67393",55,1,2020
"OZIEL",11,"34134",12,1,2020
"VIDAL",11,"58750",15,1,2020
"JOAO ANTUNES",11,"11770",14,1,2020
"VALDIRENE ARAGAO",11,"31836",55,1,2020
"ERIVALDO LIMA",11,"09377",50,1,2020
"CORACY MELO",11,"92541",13,1,2020
"LULA CABRAL",11,"23574",40,1,2020
"WILSON TULLIO",11,"93343",25,1,2020
"RICARDO MARQUES",11,"93793",45,1,2020
"JUBERTO MOTA",11,"56502",19,1,2020
"FANTINO CASTRO",11,"02534",17,1,2020
"DR ADRIANO",11,"58130",25,1,2020
"GREGUI",11,"75914",45,1,2020
"ALADIM MARTINS",11,"04650",43,1,2020
"MARIO MOREIRA",11,"05673",20,1,2020
"NELIO JUSTEN",11,"55000",55,1,2020
"PROFESSOR AURIEL",11,"64777",65,1,2020
"LAUDANO",11,"33170",25,1,2020
"SOYA",11,"37117",12,1,2020
"MARCELO STRAMA",11,"65439",40,1,2020
"DEMETRIO JUNQUEIRA",11,"54135",18,1,2020
"RAQUEL OLIVEIRA",11,"39136",50,1,2020
"CRIS FERNANDES",11,"58130",55,1,2020
"MARILIA ARRAES",11,"25313",13,1,2020
"MARISA PORRETA",11,"63290",43,1,2020
"BOCA ABERTA",11,"76678",90,1,2020
"DR WELISON NUNES",11,"00434",12,1,2020
"MARILIA",11,"43710",13,1,2020
"DOUGLAS MARTINS",11,"70718",13,1,2020
"DR PEDRO SARDINHA",11,"96199",55,1,2020
"MIGUEL CABRAL",11,"18511",45,1,2020
"MACIONE QUILIN",11,"92193",23,1,2020
"HELIO",11,"16756",40,1,2020
"ARTHUR VAL MAMAE FALEI",11,"71072",51,1,2020
"HERMANO MORAIS",11,"17612",40,1,2020
"THOME NETO",11,"02070",14,1,2020
"DR HELCIO",11,"56251",11,1,2020
"DR ATHILA",11,"03085",55,1,2020
"EDI LEITE",11,"31291",25,1,2020
"ERCIO KRIEK",11,"82597",25,1,2020
"LUCIANO LUSTOSA",11,"20354",55,1,2020
"BETO CHICO",11,"20001",25,1,2020
"NADJA PALITOT",11,"19372",70,1,2020
"DR HUGO MENDES",11,"92410",28,1,2020
"FILIPE CARIELO",11,"42870",55,1,2020
"EMERSON LAZZARON",11,"81744",70,1,2020
"DARKINHA IRMA NETO",11,"16128",11,1,2020
"RODRIGUINHO SHOPCAR",11,"95451",51,1,2020
"CLAUDIO JATOBA",11,"69051",51,1,2020
"MARCOS LUZ",11,"43877",13,1,2020
"MARCELO LELIS",11,"73440",43,1,2020
"EDILSON RODRIGUES",11,"20370",11,1,2020
"LIDIA CAVALCANTE",11,"12122",15,1,2020
"AMANDA CAMPOS",11,"42315",55,1,2020
"EUDES",11,"10855",55,1,2020
"EDSON MARQUIORI",11,"56774",40,1,2020
"ROGERIO CALAZANS",11,"76910",70,1,2020
"VALDY PORTELA",11,"10235",25,1,2020
"PARASSU",11,"91057",15,1,2020
"LUIZ MANOEL",11,"46833",90,1,2020
"THALLES TOMAZELLI",11,"98078",25,1,2020
"DIEGO LIBARDI",11,"56235",25,1,2020
"IZAC MOTA",11,"30910",40,1,2020
"VICENTE PADARIA",11,"58408",23,1,2020
"NENO FERRARI",11,"68977",20,1,2020
"EDIM BIL",11,"13234",55,1,2020
"LIVIA LAZANEO",11,"66397",50,1,2020
"PROF DILMO",11,"66150",25,1,2020
"MARCELO MOTA",11,"15652",12,1,2020
"TONINHO COLUCCI",11,"65099",22,1,2020
"JUNIOR JUNIOR",11,"92029",25,1,2020
"CHAVETA",11,"90263",11,1,2020
"JOAO VANES",11,"57134",10,1,2020
"ADRIANO CAVALCANTI",11,"21490",25,1,2020
"AJ ALVES",11,"07579",27,1,2020
"ALESSANDRO TOMAZ SANDRINHO",11,"46752",27,1,2020
"JUNINHO",11,"91499",45,1,2020
"WENNER PATRICK",11,"93610",70,1,2020
"ANDRE AZEVEDO",11,"24910",27,1,2020
"CARLITO",11,"68756",36,1,2020
"DONA GRACA",11,"23833",14,1,2020
"ANTONIO CAMPOS",11,"92606",14,1,2020
"DANIEL MOTTA",11,"81728",77,1,2020
"RONALDO PEDROSA",11,"66893",11,1,2020
"TALITHA NADAI",11,"61310",55,1,2020
"PROFESSOR CIDO",11,"90174",13,1,2020
"MAINARDI",11,"85316",13,1,2020
"CANDINHO",11,"91812",20,1,2020
"GABRIEL TENORIO",11,"08311",11,1,2020
"DR ELTON MARTINS",11,"23094",15,1,2020
"CARLINHOS NESTOR",11,"81132",15,1,2020
"DORGIVAL SALES",11,"23574",29,1,2020
"SARGENTO DAMASCENO",11,"62413",51,1,2020
"FERNANDO GOMES",11,"35971",36,1,2020
"PROFESSOR VALDIR",11,"21750",50,1,2020
"AGENOR TEIXEIRA",11,"58394",36,1,2020
"MURILO RINALDO",11,"67377",25,1,2020
"DIEGO OLIVEIRA",11,"49573",17,1,2020
"BRUNO SILVA",11,"07650",11,1,2020
"ELETROGUISSO",11,"35912",20,1,2020
"TON PORTO",11,"59277",25,1,2020
"DENILSON MARTINS",11,"51551",10,1,2020
"JACKSON SOUZA",11,"16144",10,1,2020
"WILSON CERQUEIRA",11,"66397",13,1,2020
"ADRIANO FREITAS",11,"09270",25,1,2020
"CELSO RUSSOMANNO",11,"71072",10,1,2020
"DENNIS GUERRA",11,"63118",10,1,2020
"ALESSANDRO",11,"10804",11,1,2020
"JOAO CLEBER",11,"05452",15,1,2020
"JOVE OLIVEIRA",11,"11673",14,1,2020
"DR ABNER",11,"93777",15,1,2020
"DOUTOR DALMO",11,"81795",17,1,2020
"JONAS",11,"31437",10,1,2020
"ISABELLE MENDONCA",11,"23337",40,1,2020
"ALEX FABIANO",11,"04464",20,1,2020
"SERGIO LOUBACK",11,"58670",20,1,2020
"SIDNEY FILHO",11,"21474",45,1,2020
"TONINHO PINHEIRO",11,"45950",11,1,2020
"ZEQUINHA",11,"05053",13,1,2020
"GENILSON MAIA",11,"18350",22,1,2020
"ROMULO CARNEIRO",11,"33804",40,1,2020
"CAPITAO NELSON",11,"58971",70,1,2020
"ALLAN LYRA",11,"58653",36,1,2020
"IRISMAR",11,"04839",22,1,2020
"MARINA MELO",11,"70793",55,1,2020
"TALLES BARRETO",11,"93734",45,1,2020
"TAMIRES PAVEGLIO",11,"86835",50,1,2020
"LUCI PALMEIRA",11,"90158",15,1,2020
"MARCELO PAIVA",11,"92231",15,1,2020
"HELIO ANTONIO",11,"92983",14,1,2020
"ELIAS ALVES",11,"18295",90,1,2020
"LUCIANO LIMA",11,"94331",55,1,2020
"DR GETULIO",11,"50911",65,1,2020
"PASTOR DANIEL",11,"90999",10,1,2020
"AECIO RODRIGUES",11,"90670",17,1,2020
"LEONEL BARROS",11,"12513",55,1,2020
"RIGO TELES",11,"07315",22,1,2020
"GALDINO ARAUJO",11,"34436",55,1,2020
"XABIER",11,"45535",50,1,2020
"LEIA PEREIRA",11,"07200",13,1,2020
"EVANDRO BEHR",11,"88412",23,1,2020
"KAKA BODIM",11,"17850",22,1,2020
"MARIA OLIMPIA",11,"17736",11,1,2020
"MATHEUS QUINTAL",11,"58777",10,1,2020
"DAVID VINCENSI",11,"91430",55,1,2020
"DEONIR TOFOLLO",11,"70793",77,1,2020
"WESLEY TORRES",11,"91855",15,1,2020
"POLICIAL FEDERAL MAURO ROMAN",11,"66893",28,1,2020
"NAELITON",11,"36250",11,1,2020
"PROFESSOR FERNANDO BORGES",11,"71838",65,1,2020
"GILSON CRUZ",11,"91820",55,1,2020
"REGINALDO FARMACIA",11,"19275",12,1,2020
"NUNES",11,"36277",25,1,2020
"MAXWELL VAZ",11,"58475",77,1,2020
"DIRAM",11,"39454",12,1,2020
"DONA NEGA",11,"03093",22,1,2020
"DR JARQUES",11,"21792",23,1,2020
"RENATO PROFESSORESSOR",11,"56413",12,1,2020
"ZE HELDER",11,"15814",15,1,2020
"CAMILO BORNIA",11,"85898",30,1,2020
"MARCIO NEIVA",11,"12599",15,1,2020
"WESLEY",11,"79650",43,1,2020
"COMANDANTE SIQUEIRA",11,"91812",28,1,2020
"KELPS LIMA",11,"17612",77,1,2020
"ALAN BARBIERO",11,"73440",19,1,2020
"TIEL",11,"12521",11,1,2020
"AMARILDO MARTINS",11,"93998",25,1,2020
"ALOIZIO VIANA",11,"32417",20,1,2020
"MARQUINHOS DANTAS",11,"25771",28,1,2020
"NEUZINHA JORNALEIRA",11,"58041",50,1,2020
"CORONEL HELIO OLIVEIRA",11,"17612",28,1,2020
"JOAO CARVALHO",11,"01538",17,1,2020
"VALDIR JUNIOR",11,"91154",45,1,2020
"NAZARE AMANCIO",11,"73571",14,1,2020
"MAYCOL QUEIROZ",11,"91251",12,1,2020
"EDSON WELTEN",11,"00396",51,1,2020
"ANDRE ECONOMIZAR",11,"98817",12,1,2020
"VERA MAYORCA",11,"88153",50,1,2020
"ELISEU MIBACH",11,"82678",45,1,2020
"SOSTIM",11,"12300",25,1,2020
"PROF FRANCO",11,"62812",13,1,2020
"SILVIO VIDAL",11,"93327",23,1,2020
"ADELMO MOURA",11,"24538",40,1,2020
"TAREK",11,"64653",14,1,2020
"GAUCHO",11,"24430",70,1,2020
"IVAN JUNIOR",11,"16039",10,1,2020
"ALDO GONDIM",11,"34037",55,1,2020
"CARLITO ARRUDA",11,"53597",12,1,2020
"MARCOS MICHELS",11,"63770",40,1,2020
"JONAS BACURI",11,"07668",50,1,2020
"ALVARO",11,"43656",13,1,2020
"NEIDE ALVES",11,"12076",14,1,2020
"CAPOTE",11,"10235",55,1,2020
"JOSE CARLOS",11,"56952",25,1,2020
"JOAO PAULO CASTRO FERREIRA",11,"42870",25,1,2020
"LUIZ INACIO",11,"92797",11,1,2020
"ELIENE LIBERATO",11,"90476",40,1,2020
"REGINALDO VILELA",11,"76490",19,1,2020
"DIDO",11,"87238",11,1,2020
"DR GABRIEL",11,"90638",55,1,2020
"EMILIO VASCONCELOS",11,"53430",40,1,2020
"TIAGAO",11,"95354",45,1,2020
"OTON ALVES AGUIAR",11,"94510",15,1,2020
"DR PAULO MENDONCA",11,"34509",55,1,2020
"ENEIAS",11,"56979",13,1,2020
"BORJAO",11,"92045",15,1,2020
"DEMONTIEUX CINQUENTINHA",11,"14478",50,1,2020
"ZE RICARDO",11,"02550",13,1,2020
"ROBERIO BURITY",11,"20370",12,1,2020
"INACINHO DENTISTA",11,"42870",14,1,2020
"NONATINHO FRAZAO",11,"08737",22,1,2020
"MAURICIO MACIEL",11,"02658",45,1,2020
"AGUILAR JUNIOR",11,"63118",15,1,2020
"MARCELO",11,"35319",11,1,2020
"WEDNA MENDONCA",11,"17833",22,1,2020
"CLEMENTE",11,"62197",23,1,2020
"RUY MUNIZ",11,"48658",11,1,2020
"DR VAGNER",11,"31810",40,1,2020
"DELEGADO CHRISTIANO XAVIER",11,"51551",55,1,2020
"DR ERICO",11,"33090",55,1,2020
"EDSON MENDES",11,"02097",15,1,2020
"PROFESSORA BETANIA",11,"07773",45,1,2020
"RAQUEL CHINI",11,"69213",45,1,2020
"TONY CAMPINHOS",11,"27022",11,1,2020
"JOAO COSER",11,"57053",13,1,2020
"CELSO GOES",11,"75833",23,1,2020
"DALTON MORAIS",11,"57037",30,1,2020
"DR EDGAR HENRIQUE",11,"35319",10,1,2020
"CLEIDINHO",11,"04413",13,1,2020
"JOAQUIM GUILHERME",11,"94730",45,1,2020
"IOGO QUEIROZ",11,"17191",45,1,2020
"VICTOR OLIVEIRA",11,"25771",22,1,2020
"PEZAO",11,"74918",90,1,2020
"NATO NORDESTINA",11,"09512",22,1,2020
"CABO XAVIER",11,"41238",35,1,2020
"BENILDO GODOY",11,"28215",51,1,2020
"GOIANINHO MOTO PECAS",11,"05339",11,1,2020
"MARCIO LIMA",11,"28576",11,1,2020
"ALEX PAPA",11,"58351",13,1,2020
"EDUARDO BARRETO",11,"64777",90,1,2020
"MAJOR NETO",11,"21750",51,1,2020
"JACINTA",11,"08010",17,1,2020
"CLAUDINEI SAMPAIO LIMA",11,"63614",29,1,2020
"ADAO GAS",11,"90832",11,1,2020
"OSVALDO MAFRA",11,"81612",77,1,2020
"ORLANDO MORANDO",11,"70750",45,1,2020
"CORO",11,"42870",13,1,2020
"LUCIANA MALINI",11,"56995",11,1,2020
"DR HELIO",11,"62910",12,1,2020
"BRUNO DANIEL",11,"70572",50,1,2020
"CARLA ANDRADE DIREITA MINAS",11,"47430",28,1,2020
"WANDERSON ROCHA",11,"41238",16,1,2020
"JACKSON PEREIRA",11,"09636",28,1,2020
"PROFESSORA VANDERLY",11,"07153",65,1,2020
"DRA MARA",11,"21490",90,1,2020
"PROFESSORA ANGELA",11,"90484",40,1,2020
"DR AGUINALDO",11,"00647",12,1,2020
"ICO RUVA",11,"76074",17,1,2020
"MARCIO SANCHES",11,"76678",65,1,2020
"RINALDO",11,"23833",20,1,2020
"JOAQUIM BARRETTO",11,"24570",35,1,2020
"CARMEM",11,"89273",10,1,2020
"MARINEIDE DINIZ",11,"16497",25,1,2020
"GIULI",11,"76090",15,1,2020
"JAMES SCHROEDER",11,"81795",12,1,2020
"MARCOS GARCIA",11,"56634",43,1,2020
"BELARMINO SILVA",11,"24570",70,1,2020
"JOSMAIL RODRIGUES",11,"90433",40,1,2020
"JUNIOR FOGUETAO",11,"39985",77,1,2020
"PROFESSORA APARECIDA",11,"16810",77,1,2020
"GILDASIO",11,"05851",55,1,2020
"TONI CUNHA",11,"04839",14,1,2020
"HUMBERTO SOUTO",11,"48658",23,1,2020
"DR MARCOS VINICIUS",11,"43877",45,1,2020
"EVERTON PINTO",11,"81728",12,1,2020
"BAILON",11,"95613",11,1,2020
"XERIFE ZE MARIA",11,"72338",70,1,2020
"EDINALDO CAMPOS NOVOS",11,"03026",25,1,2020
"THALES FARIAS",11,"16551",40,1,2020
"TENENTE RAJAO",11,"93343",51,1,2020
"MACLA",11,"13714",55,1,2020
"DANIEL SERGIO",11,"45950",17,1,2020
"ELVIS RAMOS",11,"10952",13,1,2020
"VANESSA DAMO",11,"66893",15,1,2020
"EDILSON MAGRO",11,"90654",25,1,2020
"RIVELINO",11,"17850",15,1,2020
